fideid,name,country,sex,title,w_title,o_title,foa_title,standart_rating,rapid_rating,blitz_rating,birthday,flag,IM,IM_year,WFM,WFM_year,WCM,WCM_year,GM,GM_year,WIM,WIM_year,FM,FM_year,CM,CM_year,WGM,WGM_year,WH,WH_year
100757,"Capparelli, Damian",ARG,M,FM,N/A,N/A,N/A,2118,2198,0,1965,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
2824383,"Cappelletto, Joshuaede",ITA,M,FM,N/A,N/A,N/A,2305,2355,2248,2005,N/A,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
800082,"Cappello, Renato",ITA,M,FM,N/A,N/A,N/A,2410,0,0,1953,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
608459,"Cappon, John",FRA,M,CM,N/A,N/A,N/A,2073,2132,0,1974,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
834580,"Caprio, Guido",ITA,M,IM,N/A,N/A,N/A,2398,2510,2438,1994,i,True,2012,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
804452,"Capuano, Eugenio",ITA,M,FM,N/A,N/A,N/A,2270,0,0,1976,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
34548610,"Caputcuoglu, Zeki Berke",TUR,M,FM,N/A,N/A,N/A,2242,0,2270,2006,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,True,2017,False,0,False,0
14502062,"Car, Tihomir",CRO,M,FM,N/A,N/A,N/A,2231,0,2238,1964,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4002539,"Carafizi, Vasile",LUX,M,FM,N/A,N/A,N/A,2162,2141,2104,1981,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
5200946,"Carag, Elmer",PHI,M,FM,N/A,N/A,N/A,2350,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1232703,"Carasca, Bogdan-Petru",ROU,M,CM,N/A,N/A,N/A,2120,2026,2011,2001,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
3509974,"Carbajal Gamoneda, Ana Luisa",CUB,F,WIM,WIM,N/A,N/A,2183,0,0,1962,wi,False,0,False,0,False,0,False,0,True,1978,False,0,False,0,False,0,False,0
3002179,"Carbone, Diego",URU,M,FM,N/A,N/A,N/A,2216,2261,2255,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,True,2013,False,0,False,0
2203391,"Carbonell Bofill, Carlos Eloy",ESP,M,FM,N/A,N/A,N/A,2078,2099,1879,1964,N/A,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
32029969,"Carbonell Sancho, Marc",ESP,M,FM,N/A,N/A,N/A,2330,2154,2234,2004,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
602434,"Carbonnel, Pierre",FRA,M,FM,N/A,N/A,N/A,2069,0,0,1962,i,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
5106524,"Cardena Canto, Margarita Cris",MEX,F,WFM,WFM,N/A,N/A,1923,0,0,1986,wi,False,0,True,2008,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3508242,"Cardenas Ballester, Maydelin",CUB,F,WFM,WFM,N/A,N/A,1964,2019,2085,1987,w,False,0,True,2005,False,0,False,0,False,0,False,0,False,0,False,0,False,0
8401128,"Cardenas Carbajal, Nilson",HON,M,CM,N/A,N/A,N/A,2012,2028,1976,1985,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
3831000,Cardenas Lima Vincent Matias,PER,M,CM,N/A,N/A,N/A,1913,1826,1897,2009,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
2213940,"Cardenas Valero, Ramon",ESP,M,FM,N/A,N/A,N/A,2323,0,0,1976,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4404831,"Cardenas, Alejandro",COL,M,CM,N/A,N/A,N/A,2020,2028,2038,1983,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
1000365,"Cardon, Helmut",NED,M,IM,N/A,N/A,N/A,2319,0,0,1963,N/A,True,1987,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4401514,"Cardona Marin, Fabio",COL,M,CM,N/A,N/A,N/A,1843,1932,1866,1954,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
4419324,"Cardona Martinez, Lina Sofia",COL,F,WFM,WFM,N/A,N/A,1914,1873,1907,2000,w,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3505189,"Cardona, Liulia",USA,F,FM,WFM,N/A,N/A,2115,0,0,1983,wi,False,0,True,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
4430492,"Cardoso Cardoso, Jose Gabriel",COL,M,GM,N/A,N/A,N/A,2518,2417,2480,2004,N/A,False,0,False,0,False,0,True,2022,False,0,True,2016,True,2014,False,0,False,0
5200210,"Cardoso, Radolfo Tan",PHI,M,IM,N/A,N/A,N/A,2330,0,0,1937,i,True,1957,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4409477,"Cardozo Munar, Carlos Eduardo",COL,M,FM,N/A,N/A,N/A,2052,2041,2101,1991,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
1700464,"Carleson, Caspar",SWE,M,FM,N/A,N/A,N/A,2345,0,0,1955,i,False,0,False,0,False,0,False,0,False,0,True,1985,False,0,False,0,False,0
6000037,"Carless, David",HKG,M,FM,N/A,N/A,N/A,2215,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1701126,"Carlhammar, Magnus",SWE,M,FM,N/A,N/A,N/A,2275,0,0,1963,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
1000314,"Carlier, Bruno",NED,M,IM,N/A,N/A,N/A,2334,0,0,1956,i,True,1987,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2825380,"Carlo, Emanuele",ITA,M,FM,N/A,N/A,N/A,2318,2328,2200,2003,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
5207274,"Carlos, Leonardo",PHI,M,FM,N/A,FT,N/A,2263,2256,0,1979,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
1503014,"Carlsen, Magnus",NOR,M,GM,N/A,N/A,N/A,2831,2819,2889,1990,N/A,False,0,False,0,False,0,True,2004,False,0,False,0,False,0,False,0,False,0
1727010,"Carlsson, Ludvig",SWE,M,IM,N/A,N/A,N/A,2352,2303,2410,2003,N/A,True,2022,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
1705814,"Carlsson, Pontus",SWE,M,GM,N/A,N/A,N/A,2450,2391,2448,1982,i,True,2005,False,0,False,0,True,2007,False,0,False,0,False,0,False,0,False,0
24614386,"Carlstedt, Jonathan",GER,M,IM,N/A,FI,N/A,2423,2358,2341,1990,N/A,True,2011,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1209353,"Carmaciu, Lucian-Catalin",ROU,M,IM,N/A,N/A,N/A,2347,2392,2270,1980,N/A,True,2006,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
634557,"Carmeille, Ludovic",FRA,M,FM,N/A,N/A,N/A,2259,0,2319,1982,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
2130106,"Carneiro, Vitor Roberto Castro",BRA,M,IM,N/A,N/A,N/A,2431,0,0,1997,i,True,2018,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
907235,"Carnic, Srdjan",SRB,M,FM,N/A,FT,N/A,2213,2227,2194,1962,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
856185,"Carnicelli, Valerio",ITA,M,FM,N/A,N/A,N/A,2367,2374,2329,2000,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
3900134,"Caro, Napoleon Alberto",VEN,M,CM,N/A,N/A,N/A,2235,0,0,1937,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
24692050,"Carow, Johannes, Dr.",GER,M,IM,N/A,N/A,N/A,2454,2416,2497,1996,N/A,True,2017,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
15600505,"Carpenter, Daisy",JCI,F,WCM,WCM,N/A,N/A,1523,0,0,2006,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
2216388,"Carrabeo Garcia, Manuel",ESP,M,CM,N/A,N/A,N/A,2061,2033,0,1976,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
5100909,"Carranza Torres, Zirat",MEX,M,FM,N/A,N/A,N/A,2076,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
111791,"Carraro, Denise",ARG,F,WIM,WIM,N/A,N/A,2150,2078,2087,1988,wi,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0,False,0
2207729,"Carrasco Martinez, Juan M.",ESP,M,IM,N/A,N/A,N/A,2347,2276,0,1977,N/A,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3405990,"Carrasco Miranda, Andres",CHI,M,CM,N/A,N/A,N/A,2195,2149,2183,1987,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0
6600620,"Carrasco, Brandon",PAN,M,CM,N/A,N/A,N/A,1893,1833,1833,2000,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
2257548,"Carrascoso Morales, Abel",ESP,M,FM,N/A,N/A,N/A,2172,2234,2321,1986,N/A,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
5105420,"Carreras Mendiolea, Paulina Adriana",MEX,F,WFM,WFM,FI,N/A,1812,0,1896,1989,w,False,0,True,2006,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3901815,"Carrero Mireles, Nayeiles Nazareth",VEN,F,WCM,WCM,N/A,N/A,2030,1977,0,1989,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
15900126,"Carrero, Claudia",ARU,F,WCM,WCM,N/A,N/A,1822,0,0,1996,wi,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0
5105030,"Carreto Nieto, Giovanni",MEX,M,CM,N/A,N/A,N/A,2225,2181,2221,1983,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0
5128323,"Carrillo Aguayo, Bertha Hiromi",MEX,F,WCM,WCM,N/A,N/A,1866,1736,1742,2004,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
5100348,"Carrillo Lopez, Alfredo",MEX,M,FM,N/A,N/A,N/A,2265,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3911853,"Carrillo Marval, Maria Angelica",PAN,F,WCM,WCM,"NI,FI,SI,NA",N/A,1810,1804,1891,1991,w,False,0,False,0,True,2018,False,0,False,0,False,0,False,0,False,0,False,0
3901866,"Carrillo Parra, Miguel Alfredo",COL,M,FM,N/A,N/A,N/A,2188,2260,2254,1988,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,True,2014,False,0,False,0
6400094,"Carrion, Marcelo",DOM,M,FM,N/A,N/A,N/A,2219,0,0,1956,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
2510243,"Carroll, Peter",IRL,M,FM,N/A,N/A,N/A,2168,1993,2064,2002,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,True,2020,False,0,False,0
1308572,"Carron, Julien",SUI,M,IM,N/A,N/A,N/A,2326,0,0,1985,i,True,2008,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4600770,"Carstens, Andreas",GER,M,FM,N/A,N/A,N/A,2129,2271,2191,1958,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1404180,"Carstensen, Jacob",DEN,M,IM,N/A,N/A,N/A,2317,2324,2345,1977,N/A,True,2015,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
2019515,"Cartagena, Omar",USA,M,IM,N/A,N/A,N/A,2424,0,0,1964,i,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
15900088,"Carter, Leonardo",ARU,M,CM,N/A,N/A,N/A,0,0,0,1952,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0
5600502,"Caruana Pulpan, Oana",MLT,F,WFM,WFM,FI,N/A,1941,1924,1914,1978,wi,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2020009,"Caruana, Fabiano",USA,M,GM,N/A,N/A,N/A,2803,2756,2780,1992,N/A,True,2006,False,0,False,0,True,2007,False,0,True,2002,False,0,False,0,False,0
6500625,"Carvajal Gorgona, Jonathan",CRC,M,FM,N/A,FT,N/A,2152,2114,2160,1986,i,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4401344,"Carvajal, Nolberto",COL,M,FM,N/A,N/A,N/A,2302,2359,2392,1981,i,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
1900994,"Carvalho, Alda",POR,F,WFM,WFM,N/A,N/A,2041,0,0,1976,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3000311,"Carvalho, Guillermo",URU,M,CM,N/A,FI,N/A,2093,2166,2089,1967,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
2100541,"Carvalho, Herbert Abreu",BRA,M,FM,N/A,N/A,N/A,2123,2121,2035,1954,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
2827951,"Casadio, Niccolo`",ITA,M,FM,N/A,N/A,N/A,2267,2137,2173,2006,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
100641,"Casafus, Ruben",ARG,M,FM,N/A,N/A,N/A,2320,2300,0,1958,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1600150,"Casagrande, Harald",AUT,M,IM,N/A,N/A,N/A,2290,2138,2115,1968,N/A,True,1994,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4456785,"Casagua, Misael",COL,M,CM,N/A,N/A,N/A,2000,1999,1978,1993,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
22772626,"Casalaspro, Mathias Andre",BRA,M,FM,N/A,N/A,N/A,2317,2102,2176,2012,N/A,False,0,False,0,False,0,False,0,False,0,True,2025,True,2023,False,0,False,0
2202484,"Caselas Cabanas, Jacobo",ESP,M,IM,N/A,FT,N/A,2406,0,0,1973,i,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2008394,"Casella, Michael",USA,M,FM,N/A,N/A,N/A,2052,0,0,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
801976,"Caselli, Luigi",ITA,M,FM,N/A,N/A,N/A,2257,2149,2237,1958,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3430685,"Casilla Eguez, Naomi Alejandra",CHI,F,WCM,WCM,N/A,N/A,1534,1520,1593,2006,wi,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
4611403,"Casper, Thomas",GER,M,IM,N/A,N/A,N/A,2350,2348,2272,1960,N/A,True,1984,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2807394,"Caspi, Israel",ISR,M,GM,N/A,N/A,N/A,2458,2347,2409,1989,N/A,True,2008,False,0,False,0,True,2021,False,0,False,0,False,0,False,0,False,0
2817220,"Cassi, Elisa",ITA,F,WFM,WFM,N/A,N/A,2010,1898,1865,2005,w,False,0,True,2023,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1800914,"Cast, Abigail",WLS,F,WFM,WFM,N/A,N/A,2081,0,0,1978,wi,False,0,True,2005,False,0,False,0,False,0,False,0,False,0,False,0,False,0
800449,"Castagnetta, Gianluca",ITA,M,FM,N/A,N/A,N/A,2305,0,0,1967,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
806560,"Castaldo, Folco Vincenzo",ITA,M,IM,N/A,N/A,N/A,2425,2398,2356,1981,N/A,True,2010,False,0,False,0,False,0,False,0,True,2001,False,0,False,0,False,0
3900991,"Castaneda Montanez, Katiuska Marelis",VEN,F,WCM,WCM,N/A,N/A,2050,2033,0,1982,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
6700527,"Castaneda, Ada",ESA,F,WIM,WIM,N/A,N/A,1995,1996,0,1988,wi,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0,False,0
5100151,"Castaneda, Blas",MEX,M,FM,N/A,N/A,N/A,2320,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3800954,"Castaneda, Georgui",PER,M,GM,N/A,N/A,N/A,2487,2516,2466,1976,i,True,1995,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0
4405048,"Castaneda, Jhon David",COL,M,FM,N/A,N/A,N/A,2118,2111,2132,1984,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4420020,"Castaneda, Jorge Luis",COL,M,FM,N/A,N/A,N/A,2179,2279,2293,1986,i,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
2011549,"Castaneda, Nelson",USA,M,FM,N/A,N/A,N/A,2241,0,0,1958,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4415140,"Castaneda, Victor",COL,M,CM,N/A,N/A,N/A,1881,1897,1936,1967,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
4402405,"Castano, Henry Augusto",COL,M,FM,N/A,N/A,N/A,2176,0,0,1981,i,False,0,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
2271230,"Castejon Caballero, Natalia",ESP,F,WFM,WFM,N/A,N/A,1990,0,1959,1989,wi,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0,False,0
22200754,"Castell Cantero, Salvador",ESP,M,CM,N/A,N/A,N/A,2201,2208,0,1992,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
3501922,"Castella Garcia, Fausto",ESP,M,FM,N/A,N/A,N/A,2311,2315,2228,1972,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
5203651,"Castellano, Christopher",PHI,M,FM,N/A,N/A,N/A,2106,2064,2173,1978,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
22284141,"Castellanos Gomez, Alejandro",ESP,M,FM,N/A,N/A,N/A,2264,2169,2192,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2018,False,0,False,0,False,0
5123550,"Castellanos Hernandez, Georgina Libertad",MEX,F,WCM,WCM,N/A,N/A,1768,1766,1738,2007,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
5123569,"Castellanos Hernandez, Lhia Itzayana",MEX,F,WCM,WCM,N/A,N/A,1881,1794,1815,2005,w,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
5129540,"Castellanos Miguel, Carlos Axel",MEX,M,CM,N/A,N/A,N/A,1698,1704,1760,2006,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
3404650,"Castellanos Rodriguez, Renier",ESP,M,GM,N/A,N/A,N/A,2483,2418,2567,1982,N/A,True,2005,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0
3501310,"Castellanos Sanchez, Carlos M.",CUB,M,FM,N/A,N/A,N/A,2264,0,2254,1972,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3507068,"Castellanos Vazquez, Jorge",ESP,M,FM,N/A,N/A,N/A,2237,2058,0,1975,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
3446379,"Castellanos Villela, Alejandro",CHI,M,FM,N/A,N/A,N/A,2270,2121,2167,2004,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,True,2019,False,0,False,0
2203855,"Castellet Giralt, Gabriel",ESP,M,FM,N/A,N/A,N/A,2195,0,0,1958,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
2292815,"Castellote Lillo, Javier",ESP,M,CM,N/A,N/A,N/A,2252,0,2246,1991,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
6606687,"Castillo Beitia, Ashley Alexandra",PAN,F,WFM,WFM,N/A,N/A,2053,2009,2135,2009,w,False,0,True,2024,True,2023,False,0,False,0,False,0,False,0,False,0,False,0
5101050,"Castillo Castelan, Miguel Angel",MEX,M,CM,N/A,N/A,N/A,1942,1999,1975,1957,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0
3511910,"Castillo Coca, Mairebis",CUB,F,WFM,WFM,N/A,N/A,2015,0,2184,1992,w,False,0,True,2010,False,0,False,0,False,0,False,0,False,0,False,0,False,0
32009925,"Castillo Dalmau, Albert",ESP,M,FM,N/A,N/A,N/A,2246,2212,2161,2001,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
3800997,"Castillo Espejo, Cinthya",PAN,F,WCM,WCM,N/A,N/A,2029,0,1903,1983,wi,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
6402097,"Castillo Garcia, Josue Natanael",DOM,M,CM,N/A,SI,N/A,2104,2135,2232,1984,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
6507395,"Castillo Morales, Thais",CRC,F,WIM,WIM,NA,N/A,1858,1920,1830,1999,w,False,0,True,2017,True,2016,False,0,True,2018,False,0,False,0,False,0,False,0
6412106,"Castillo Pena, Patricia Evarista",DOM,F,WFM,WFM,N/A,N/A,1901,0,1886,1991,w,False,0,True,2024,True,2018,False,0,False,0,False,0,False,0,False,0,False,0
6405274,"Castillo Rosa, Kelvin Santiago",DOM,M,CM,N/A,N/A,N/A,1953,2009,1939,1968,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
6104207,"Castillo Sevilla, Ian Eiffel",NCA,M,CM,N/A,N/A,N/A,2095,1994,2029,2002,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
7300093,"Castillo, Otto",GUA,M,FM,N/A,N/A,N/A,2176,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3204588,"Castor, David",AUS,M,CM,N/A,N/A,N/A,1962,0,2026,1982,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
4402413,"Castrillon Gomez, Melissa",COL,F,WIM,WIM,NA,N/A,2115,2065,2000,1995,wi,False,0,True,2009,False,0,False,0,True,2012,False,0,False,0,False,0,False,0
6507069,"Castro Garcia, Ileana",CRC,F,WCM,WCM,N/A,N/A,1680,1687,1668,1998,wi,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
24507407,"Castro Quijano, Eduardo",ESP,M,CM,N/A,NA,N/A,2145,2000,2089,2005,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
3452549,"Castro Salgado, Pablo",CHI,M,FM,N/A,N/A,N/A,2127,2122,1921,2007,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
3909794,"Castro Silva, Moises Antonio",VEN,M,CM,N/A,N/A,N/A,2275,2189,2157,2004,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
3901831,"Castro Torres, Jose Luis",VEN,M,FM,N/A,N/A,N/A,2321,2260,2161,1993,N/A,False,0,False,0,False,0,False,0,False,0,True,2014,True,2014,False,0,False,0
6700675,"Castro, Azalea",ESA,F,WFM,WFM,N/A,N/A,1928,0,0,1990,w,False,0,True,2005,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4404580,"Castro, Natalia Patricia",COL,F,WIM,WIM,N/A,N/A,1948,2036,1962,1993,wi,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0,False,0
14800250,"Castro, Neusa Aridas De",MOZ,F,WCM,WCM,SI,N/A,1697,0,1677,1995,w,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
3505162,"Casuso Leonard, Alfredo",CUB,M,FM,N/A,N/A,N/A,2320,0,0,1985,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
3633624,"Cata Pallo, Alejandra Nicole",ECU,F,WCM,WCM,N/A,N/A,1659,1725,1642,2004,w,False,0,False,0,True,2018,False,0,False,0,False,0,False,0,False,0,False,0
3506819,"Catala Matienzo, Ivette",CUB,F,WFM,WFM,NI,N/A,2099,0,2005,1986,w,False,0,True,2006,False,0,False,0,False,0,False,0,False,0,False,0,False,0
7600020,"Catalan, Toufeeq",SYR,M,FM,N/A,N/A,N/A,2322,0,0,1953,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
116483,"Catelli, Hernan",ARG,M,CM,N/A,N/A,N/A,2212,2281,2213,1989,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
878332,"Cattaneo, Marco",ITA,M,FM,N/A,N/A,N/A,2293,2215,2213,1994,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
5200407,"Caturla, Cesar",PHI,M,FM,N/A,N/A,N/A,2268,2211,2258,1950,i,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
5203660,"Causo, Deniel",PHI,M,FM,N/A,N/A,N/A,2224,2326,2266,1984,i,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
2100142,"Cavalcanti, Francisco de Assis",BRA,M,FM,N/A,N/A,N/A,2259,2070,2215,1962,N/A,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
7700113,"Cave, Christo",TTO,M,FM,N/A,N/A,N/A,2142,0,0,1961,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
400840,"Cavendish, James",ENG,M,FM,N/A,N/A,N/A,2315,0,0,1972,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
14300249,"Cawdery, Daniel",RSA,M,IM,N/A,N/A,N/A,2350,2346,2328,1982,N/A,True,2014,False,0,False,0,False,0,False,0,True,2013,True,2008,False,0,False,0
10100903,"Caxita, Esperanca",ANG,F,WIM,WIM,N/A,N/A,1953,1903,1903,1999,w,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0,False,0
3519120,"Cazulo Ramirez, Jesus David",CUB,M,FM,N/A,N/A,N/A,2137,0,2188,1997,i,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
14617234,"Cebron, Asja",SLO,F,WCM,WCM,N/A,N/A,1746,1686,1686,2004,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
11800160,"Cecchetti, Roberto",SMR,M,CM,N/A,N/A,N/A,1937,0,0,1964,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
800724,"Cecconi, Giovanni Alberto",ITA,M,FM,N/A,N/A,N/A,2067,2048,2022,1960,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
